,All-Star,Position,Player,Age,Conference,PPG,RPG,APG,BPG,SPG,GP,W%
10021,False,F/C,JaVale McGee 2012-13,25,West,10.1333,4.7556,0.4,1.9111,0.3111,45.0,0.617
10022,False,F/C,Khris Middleton 2012-13,21,East,1.3333,0.0,0.6667,0.0,0.6667,3.0,0.3696
10023,False,F/C,Darko Miličić 2012-13,27,East,0.0,1.0,0.0,0.0,0.0,1.0,0.4889
10024,False,F/C,Darius Miller 2012-13,22,West,2.0,1.56,0.92,0.12,0.44,25.0,0.3261
10025,False,F/C,Mike Miller 2012-13,32,East,3.7105,2.2895,1.3158,0.0263,0.3158,38.0,0.6905
10026,False,F/C,Quincy Miller 2012-13,20,West,0.3333,0.3333,1.0,0.0,0.0,3.0,0.617
10027,False,F/C,Paul Millsap 2012-13,27,West,14.8043,7.6304,2.5217,0.9565,1.3261,46.0,0.5435
10028,False,F/C,Nazr Mohammed 2012-13,35,East,0.75,1.6875,0.2188,0.375,0.25,32.0,0.6222
10029,False,F/C,Greg Monroe 2012-13,22,East,15.6739,9.1087,3.2174,0.587,1.2609,46.0,0.3696
10030,False,F/C,Markieff Morris 2012-13,23,West,7.6522,4.3696,1.2391,0.7174,0.8478,46.0,0.3478
10031,False,F/C,Donatas Motiejūnas 2012-13,22,West,1.8667,0.4,0.2,0.1333,0.1333,15.0,0.5208
10032,False,F/C,Arnett Moultrie 2012-13,22,East,1.0,1.3571,0.1429,0.0714,0.1429,14.0,0.4222
10033,False,F/C,Timofey Mozgov 2012-13,26,West,2.963,3.0,0.2593,0.5556,0.1852,27.0,0.617
10034,False,F/C,Byron Mullens 2012-13,23,East,11.6296,7.8148,1.4815,0.8519,0.8519,27.0,0.2444
10035,False,F/C,Troy Murphy 2012-13,32,West,4.6429,3.5,0.5,0.4286,0.7143,14.0,0.413
10036,False,F/C,Andrew Nicholson 2012-13,23,East,7.1667,3.1905,0.3571,0.3095,0.3095,42.0,0.3111
10037,False,F/C,Steve Novak 2012-13,29,East,7.0,2.0238,0.5476,0.119,0.3571,42.0,0.6512
10038,False,F/C,Dirk Nowitzki 2012-13,34,West,14.8333,5.5,2.4444,0.6111,0.3333,18.0,0.413
10039,False,F/C,Jermaine O'Neal 2012-13,34,West,6.375,4.125,0.5938,1.1563,0.375,32.0,0.3478
10040,False,F/C,Kyle O'Quinn 2012-13,22,East,2.0,1.56,0.4,0.48,0.08,25.0,0.3111
10041,False,F/C,Lamar Odom 2012-13,33,West,3.7872,5.9787,1.8298,0.7872,0.6596,47.0,0.7234
10042,False,F/C,Emeka Okafor 2012-13,30,East,8.9318,8.5227,1.2273,1.2727,0.6364,44.0,0.25
10043,False,F/C,Daniel Orton 2012-13,22,West,2.0,0.0,0.0,1.0,0.0,1.0,0.7609
10044,False,F/C,Travis Outlaw 2012-13,28,West,4.8095,1.9524,0.4762,0.1905,0.381,21.0,0.3617
10045,False,F/C,Zaza Pachulia 2012-13,28,East,6.0698,6.5349,1.5116,0.2326,0.6744,43.0,0.5778
10046,False,F/C,Chandler Parsons 2012-13,24,West,14.1702,5.7234,3.5319,0.3404,1.1489,47.0,0.5208
10047,False,F/C,Nikola Peković 2012-13,27,West,11.9333,11.2,1.5556,1.1556,0.6444,45.0,0.4048
10048,False,F/C,Kendrick Perkins 2012-13,28,West,4.3043,5.913,1.3913,1.0,0.5435,46.0,0.7609
10049,False,F/C,Johan Petro 2012-13,27,East,1.9091,1.1818,0.1818,0.1818,0.0909,11.0,0.5778
10050,False,F/C,Paul Pierce 2012-13,35,East,18.6667,5.9778,3.9556,0.3111,1.3778,45.0,0.4889
10051,False,F/C,Miles Plumlee 2012-13,24,East,0.8571,1.5714,0.2857,0.2857,0.0,7.0,0.587
10052,False,F/C,Joel Przybilla 2012-13,33,East,0.2,1.8,0.4,0.2,0.1,10.0,0.5455
10053,False,F/C,Vladimir Radmanović 2012-13,32,East,0.7692,0.5385,0.2308,0.0,0.3846,13.0,0.6222
10054,False,F/C,Anthony Randolph 2012-13,23,West,2.0,1.8333,0.1667,0.5556,0.2222,18.0,0.617
10055,False,F/C,Terrence Ross 2012-13,21,East,7.093,2.2558,0.7907,0.2093,0.6977,43.0,0.3478
10056,False,F/C,Robert Sacre 2012-13,23,West,1.4762,1.2857,0.1905,0.4762,0.0,21.0,0.4348
10057,False,F/C,Samardo Samuels 2012-13,24,East,3.2222,1.5556,0.4444,0.1667,0.1667,18.0,0.2826
10058,False,F/C,Larry Sanders 2012-13,24,East,8.381,8.4048,0.9286,3.0714,0.7619,42.0,0.5455
10059,False,F/C,Luis Scola 2012-13,32,West,13.1522,6.3043,2.4565,0.5,0.8043,46.0,0.3478
10060,False,F/C,Mike Scott 2012-13,24,East,3.2632,1.9474,0.3684,0.0526,0.2105,19.0,0.5778
10061,False,F/C,Kevin Séraphin 2012-13,23,East,10.7907,5.0233,0.8605,0.8372,0.3721,43.0,0.25
10062,False,F/C,Tornike Shengelia 2012-13,21,East,1.3846,0.6923,0.2308,0.0,0.0769,13.0,0.587
10063,False,F/C,Kyle Singler 2012-13,24,East,8.4565,3.7609,1.1522,0.4783,0.7174,46.0,0.3696
10064,False,F/C,Chris Singleton 2012-13,23,East,4.0333,3.4,0.5667,0.3333,0.7,30.0,0.25
10065,False,F/C,Greg Smith 2012-13,22,West,5.5238,4.1429,0.3571,0.5476,0.2381,42.0,0.5208
10066,False,F/C,Jason Smith 2012-13,26,West,8.0513,3.8205,0.6667,0.8462,0.3077,39.0,0.3261
10067,False,F/C,Josh Smith 2012-13,27,East,16.8333,8.3571,3.9286,2.2143,1.3095,42.0,0.5778
10068,False,F/C,Tiago Splitter 2012-13,28,West,10.5,5.75,1.3125,0.7708,0.75,48.0,0.7708
10069,False,F/C,Greg Stiemsma 2012-13,27,West,3.2308,2.4103,0.4103,1.1538,0.2821,39.0,0.4048
10070,False,F/C,Amar'e Stoudemire 2012-13,30,East,12.6923,4.3077,0.5385,0.6923,0.2308,13.0,0.6512
10071,False,F/C,Jared Sullinger 2012-13,20,East,6.0,5.8667,0.7778,0.4889,0.4889,45.0,0.4889
10072,False,F/C,Jeffery Taylor 2012-13,23,East,6.4091,2.0909,0.8636,0.1818,0.75,44.0,0.2444
10073,False,F/C,Mirza Teletović 2012-13,27,East,3.5385,1.4615,0.4231,0.1923,0.2308,26.0,0.587
10074,False,F/C,Hasheem Thabeet 2012-13,25,West,2.439,2.8537,0.122,0.8049,0.4634,41.0,0.7609
10075,False,F/C,Kurt Thomas 2012-13,40,East,2.1481,2.3333,0.4815,0.4074,0.2593,27.0,0.6512
10076,False,F/C,Lance Thomas 2012-13,24,West,2.5128,2.2821,0.2821,0.1026,0.1538,39.0,0.3261
10077,False,F/C,Tyrus Thomas 2012-13,26,East,4.625,2.9375,0.75,0.8125,0.4375,16.0,0.2444
10078,False,F/C,Jason Thompson 2012-13,26,West,10.4043,6.6809,1.1489,0.7872,0.4681,47.0,0.3617
10079,False,F/C,Tristan Thompson 2012-13,21,East,10.9783,9.2609,1.2826,0.7826,0.8043,46.0,0.2826
10080,False,F/C,Anthony Tolliver 2012-13,27,East,2.7857,1.8214,0.3214,0.1429,0.25,28.0,0.5778
10081,False,F/C,P.J. Tucker 2012-13,27,West,5.1818,3.6364,1.2273,0.2273,0.6136,44.0,0.3478
10082,False,F/C,Ronny Turiaf 2012-13,30,West,2.1778,2.5111,0.5556,0.6222,0.2889,45.0,0.7234
10083,False,F/C,Hedo Türkoğlu 2012-13,33,East,3.75,2.625,1.875,0.125,0.625,8.0,0.3111
10084,False,F/C,Ekpe Udoh 2012-13,25,East,4.2093,3.5349,0.6744,1.2093,0.5581,43.0,0.5455
10085,False,F/C,Jonas Valančiūnas 2012-13,20,East,7.8214,5.25,1.0714,1.1429,0.3214,28.0,0.3478
10086,False,F/C,Charlie Villanueva 2012-13,28,East,7.1667,3.1944,0.7222,0.4444,0.5278,36.0,0.3696
10087,False,F/C,Nikola Vučević 2012-13,22,East,11.9333,11.2,1.5556,1.1556,0.6444,45.0,0.3111
10088,False,F/C,Gerald Wallace 2012-13,30,East,9.0,4.9444,2.75,0.7222,1.3333,36.0,0.587
10089,False,F/C,Rasheed Wallace 2012-13,38,East,7.2,4.15,0.3,0.75,0.65,20.0,0.6512
10090,False,F/C,Luke Walton 2012-13,32,East,3.5652,2.8261,2.1304,0.2174,0.8261,23.0,0.2826
10091,False,F/C,David West 2012-13,32,East,16.7174,7.6739,2.8696,1.0652,0.8043,46.0,0.587
10092,False,F/C,Chris Wilcox 2012-13,30,East,4.6,2.36,0.2,0.4,0.32,25.0,0.4889
10093,False,F/C,Damien Wilkins 2012-13,33,East,1.8966,0.931,0.5172,0.1034,0.3793,29.0,0.4222
10094,False,F/C,Derrick Williams 2012-13,21,West,9.2895,4.4211,0.3947,0.4737,0.4474,38.0,0.4048
10095,False,F/C,Marvin Williams 2012-13,26,West,8.4615,3.4359,1.0,0.6154,0.5641,39.0,0.5435
10096,False,F/C,Reggie Williams 2012-13,26,East,4.2609,1.0435,0.6957,0.0435,0.3913,23.0,0.2444
10097,False,F/C,Metta World Peace 2012-13,33,West,13.4348,5.6304,1.4783,0.6304,1.6957,46.0,0.4348
10098,False,F/C,Brandan Wright 2012-13,25,West,7.3793,3.1034,0.6207,1.0,0.3793,29.0,0.413
10099,False,F/C,Dorell Wright 2012-13,27,East,7.7907,4.093,1.7209,0.3721,0.8605,43.0,0.4222
10100,False,F/C,Sam Young 2012-13,27,East,3.6071,2.8571,0.8571,0.2143,0.3214,28.0,0.587
10101,False,F/C,Thaddeus Young 2012-13,24,East,14.9556,7.2667,1.7333,0.9556,1.6222,45.0,0.4222
10102,False,F/C,Luke Zeller 2012-13,25,West,1.1538,0.4615,0.0,0.0,0.0,13.0,0.3478
10103,False,F/C,Tyler Zeller 2012-13,23,East,8.2619,6.1667,1.2619,1.0,0.5476,42.0,0.2826
10104,False,F/C,Jeff Adrien 2011-12,25,West,2.5714,1.8571,0.0,0.0,0.0,7.0,0.5714
10105,False,F/C,Solomon Alabi 2011-12,23,East,0.0,0.0,0.0,0.5,0.0,2.0,0.3182
10106,False,F/C,Cole Aldrich 2011-12,23,West,2.375,1.375,0.125,0.5,0.375,8.0,0.8
10107,False,F/C,Lavoy Allen 2011-12,22,East,4.75,3.375,1.0,0.25,0.375,8.0,0.7143
10108,False,F/C,Al-Farouq Aminu 2011-12,21,West,4.9048,4.4286,0.7619,0.2381,0.8095,21.0,0.1905
10109,False,F/C,Lou Amundson 2011-12,29,East,2.4706,2.5882,0.1765,0.5882,0.5294,17.0,0.7
10110,False,F/C,Chris Andersen 2011-12,33,West,4.3889,3.7778,0.1111,0.9444,0.7222,18.0,0.6667
10111,False,F/C,Ryan Anderson 2011-12,23,East,16.15,7.15,0.7,0.3,0.85,20.0,0.5714
10112,False,F/C,Joel Anthony 2011-12,29,East,3.7619,4.2857,0.1429,1.0476,0.4286,21.0,0.7619
10113,False,F/C,Trevor Ariza 2011-12,26,West,10.1538,5.3846,2.9231,0.5385,1.6154,13.0,0.1905
10114,False,F/C,Gustavo Ayón 2011-12,26,West,4.4286,2.7143,0.9286,0.7857,0.7143,14.0,0.1905
10115,False,F/C,Jeff Ayres 2011-12,24,East,1.5,0.75,0.0,0.0,0.0,4.0,0.7
10116,False,F/C,Luke Babbitt 2011-12,22,West,0.7143,0.7143,0.0,0.0,0.0,7.0,0.5714
10117,False,F/C,Renaldo Balkman 2011-12,27,East,3.8182,2.1818,0.3636,0.2727,0.3636,11.0,0.381
10118,False,F/C,Andrea Bargnani 2011-12,26,East,23.5385,6.3846,2.0769,0.6923,0.3846,13.0,0.3182
10119,False,F/C,Matt Barnes 2011-12,31,West,7.4,4.6,1.8,0.95,0.55,20.0,0.5909
10120,False,F/C,Earl Barron 2011-12,30,West,2.0,1.0,0.0,0.0,0.0,1.0,0.3684
10121,False,F/C,Brandon Bass 2011-12,26,East,11.95,6.25,0.85,0.7,0.4,20.0,0.5
10122,False,F/C,Tony Battie 2011-12,35,East,2.1429,2.9286,0.5714,0.1429,0.1429,14.0,0.7143
10123,False,F/C,Shane Battier 2011-12,33,East,4.0952,1.9048,1.0,0.619,0.7619,21.0,0.7619
10124,False,F/C,Nicolas Batum 2011-12,23,West,11.381,4.1429,1.0,0.8095,0.6667,21.0,0.5714
10125,False,F/C,Michael Beasley 2011-12,23,West,14.9,6.8,1.3,0.4,0.6,10.0,0.4762
10126,False,F/C,Andris Biedriņš 2011-12,25,West,3.0625,4.6875,0.25,1.1875,0.625,16.0,0.3684
10127,False,F/C,Bismack Biyombo 2011-12,19,East,2.9048,3.1905,0.1905,1.4286,0.1905,21.0,0.1364
10128,False,F/C,DeJuan Blair 2011-12,22,West,10.0909,5.7273,1.1818,0.1818,0.9091,22.0,0.5909
10129,False,F/C,Andray Blatche 2011-12,25,East,10.2941,7.0588,1.2353,0.7059,1.1176,17.0,0.1905
10130,False,F/C,Andrew Bogut 2011-12,27,East,11.3333,8.3333,2.5833,2.0,1.0,12.0,0.45
10131,False,F/C,Matt Bonner 2011-12,31,West,6.8182,2.9545,0.9091,0.1818,0.1364,22.0,0.5909
10132,False,F/C,Trevor Booker 2011-12,24,East,5.7143,4.4286,0.5238,0.8095,1.0476,21.0,0.1905
10133,False,F/C,Carlos Boozer 2011-12,30,East,15.1304,8.6087,1.5217,0.6087,1.1304,23.0,0.7826
10134,False,F/C,Craig Brackins 2011-12,24,East,0.625,0.25,0.125,0.125,0.0,8.0,0.7143
10135,False,F/C,Elton Brand 2011-12,32,East,10.7143,6.6667,1.4762,1.5714,1.1429,21.0,0.7143
10136,False,F/C,Corey Brewer 2011-12,25,West,7.9444,2.5556,0.6111,0.3889,0.9444,18.0,0.6667
10137,False,F/C,Jon Brockman 2011-12,24,East,0.9,2.0,0.2,0.0,0.1,10.0,0.45
10138,False,F/C,Derrick Brown 2011-12,24,East,6.4545,3.5909,0.8182,0.1818,0.8636,22.0,0.1364
10139,False,F/C,Kwame Brown 2011-12,29,West,6.3333,6.3333,0.4444,0.0,0.8889,9.0,0.3684
10140,False,F/C,Chase Budinger 2011-12,23,West,8.8889,3.3889,1.0556,0.1111,0.4444,18.0,0.5714
10141,False,F/C,Caron Butler 2011-12,31,West,15.1176,3.8824,1.8235,0.1176,1.3529,17.0,0.6667
10142,False,F/C,Jimmy Butler 2011-12,22,East,2.25,0.8333,0.0,0.25,0.25,12.0,0.7826
10143,False,F/C,Rasual Butler 2011-12,32,East,3.8182,2.4091,0.6818,0.2273,0.2727,22.0,0.3182
10144,False,F/C,Brian Cardinal 2011-12,34,West,1.1053,1.2632,0.5263,0.0526,0.4211,19.0,0.6364
10145,False,F/C,Omri Casspi 2011-12,23,East,7.95,2.8,1.2,0.4,0.55,20.0,0.4
10146,False,F/C,Tyson Chandler 2011-12,29,East,10.9524,10.0952,1.0952,1.2857,1.0,21.0,0.381
10147,False,F/C,Earl Clark 2011-12,24,East,1.8462,2.1538,0.1538,0.8462,0.2308,13.0,0.5714
10148,False,F/C,Jason Collins 2011-12,33,East,1.0833,1.75,0.25,0.0833,0.25,12.0,0.7273
10149,False,F/C,Nick Collison 2011-12,31,West,5.45,3.8,1.35,0.4,0.2,20.0,0.8
10150,False,F/C,DeMarcus Cousins 2011-12,21,West,15.0,11.05,0.9,1.4,1.15,20.0,0.2857
10151,False,F/C,Dante Cunningham 2011-12,24,West,4.619,3.7143,0.5238,0.2857,0.5714,21.0,0.5238
10152,False,F/C,Eddy Curry 2011-12,29,East,2.0,1.0,0.0,0.0,0.0,5.0,0.7619
10153,False,F/C,Samuel Dalembert 2011-12,30,West,8.8095,8.8095,0.5238,2.2381,0.5714,21.0,0.5714
10154,False,F/C,Ed Davis 2011-12,22,East,5.4091,6.2273,0.7727,0.9091,0.8182,22.0,0.3182
10155,False,F/C,Glen Davis 2011-12,26,East,7.2857,5.2381,0.5714,0.3333,0.4762,21.0,0.5714
10156,False,F/C,Josh Davis 2011-12,31,West,1.7692,1.6923,0.4615,0.0769,0.4615,13.0,0.5238
10157,False,F/C,Austin Daye 2011-12,23,East,6.3333,2.7778,1.3333,0.5556,0.5,18.0,0.1739
10158,False,F/C,Ike Diogu 2011-12,28,West,1.0,0.5,0.0,0.0,0.0,2.0,0.5909
10159,False,F/C,DeSagana Diop 2011-12,30,East,1.0,3.6923,1.0,0.6154,0.4615,13.0,0.1364
10160,False,F/C,Jared Dudley 2011-12,26,West,10.4,4.15,1.85,0.2,0.95,20.0,0.35
10161,False,F/C,Tim Duncan 2011-12,35,West,12.8571,7.4762,2.9048,1.0952,0.5238,21.0,0.5909
10162,False,F/C,Mike Dunleavy 2011-12,31,East,10.8,3.0,2.0,0.1,0.7,10.0,0.45
10163,False,F/C,Devin Ebanks 2011-12,22,West,2.6667,2.0,0.5,0.25,0.3333,12.0,0.5909
10164,False,F/C,Francisco Elson 2011-12,35,East,1.0,0.5,0.0,0.5,0.0,2.0,0.7143
10165,False,F/C,Semih Erden 2011-12,25,East,3.375,2.125,0.125,0.125,0.5,8.0,0.4
10166,False,F/C,Jeremy Evans 2011-12,24,West,2.3636,1.0,0.3636,0.5455,0.0,11.0,0.6316
10167,False,F/C,Reggie Evans 2011-12,31,West,1.7692,5.3077,0.3077,0.2308,0.3846,13.0,0.6667
10168,False,F/C,Kenneth Faried 2011-12,22,West,4.0,4.6667,0.0,2.0,0.0,3.0,0.6667
10169,False,F/C,Derrick Favors 2011-12,20,West,7.7222,6.1111,0.3333,1.0556,0.5,18.0,0.6316
10170,False,F/C,Landry Fields 2011-12,23,East,9.619,3.9048,3.0476,0.2857,1.5714,21.0,0.381
10171,False,F/C,Gary Forbes 2011-12,26,East,3.6667,1.5,0.8889,0.0556,0.5,18.0,0.3182
10172,False,F/C,Jeff Foster 2011-12,35,East,3.0,4.6,0.8,0.2,1.2,5.0,0.7
10173,False,F/C,Channing Frye 2011-12,28,West,6.75,5.5,1.0,0.7,0.55,20.0,0.35
10174,False,F/C,Danilo Gallinari 2011-12,23,West,17.381,5.3333,2.619,0.6667,1.381,21.0,0.6667
10175,False,F/C,Francisco García 2011-12,30,West,4.5294,1.7647,0.6471,0.5294,0.8235,17.0,0.2857
10176,False,F/C,Kevin Garnett 2011-12,35,East,13.4,7.3,2.75,1.05,0.8,20.0,0.5
10177,False,F/C,Pau Gasol 2011-12,31,West,16.2727,9.4545,2.9545,1.2273,0.5455,22.0,0.5909
10178,False,F/C,Rudy Gay 2011-12,25,West,17.9048,6.4762,2.0,0.8095,1.619,21.0,0.5238
10179,False,F/C,Paul George 2011-12,21,East,11.6,5.35,2.05,0.55,1.15,20.0,0.7
10180,False,F/C,Taj Gibson 2011-12,26,East,6.9,4.05,0.5,1.35,0.35,20.0,0.7826
10181,False,F/C,Ryan Gomes 2011-12,29,West,3.1765,2.4118,0.5882,0.0,0.6471,17.0,0.6667
10182,False,F/C,Drew Gooden 2011-12,30,East,10.5,5.8889,1.4444,0.3333,0.4444,18.0,0.45
10183,False,F/C,Marcin Gortat 2011-12,27,West,14.95,10.05,0.8,1.75,0.6,20.0,0.35
10184,False,F/C,Danny Granger 2011-12,28,East,17.3684,4.5263,1.7895,0.8947,1.6842,19.0,0.7
10185,False,F/C,Aaron Gray 2011-12,27,East,1.7143,6.1429,0.4286,0.1429,0.5714,7.0,0.3182
10186,False,F/C,Donté Greene 2011-12,23,West,5.1111,2.6111,0.5556,0.3333,0.2778,18.0,0.2857
10187,False,F/C,Hamed Haddadi 2011-12,26,West,2.1667,2.6667,0.3333,0.0,0.0,6.0,0.5238
10188,False,F/C,Tyler Hansbrough 2011-12,26,East,9.5,5.45,0.45,0.2,0.95,20.0,0.7
10189,False,F/C,Luke Harangody 2011-12,24,East,2.6,1.2,0.6,0.0,0.0,5.0,0.4
10190,False,F/C,Justin Harper 2011-12,22,East,0.0,0.4,0.2,0.2,0.0,5.0,0.5714
10191,False,F/C,Josh Harrellson 2011-12,22,East,5.25,4.3125,0.375,0.5625,0.75,16.0,0.381
10192,False,F/C,Al Harrington 2011-12,31,West,15.2857,5.7619,1.3333,0.1429,1.1905,21.0,0.6667
10193,False,F/C,Tobias Harris 2011-12,19,East,5.4615,1.9231,0.4615,0.1538,0.3846,13.0,0.45
10194,False,F/C,Udonis Haslem 2011-12,31,East,6.381,8.4286,0.5714,0.3333,0.5714,21.0,0.7619
10195,False,F/C,Spencer Hawes 2011-12,23,East,10.4167,8.8333,2.8333,1.6667,0.5833,12.0,0.7143
10196,False,F/C,Chuck Hayes 2011-12,28,West,4.7,7.1,1.3,0.3,0.6,10.0,0.2857
10197,False,F/C,Gordon Hayward 2011-12,21,West,8.8947,3.1579,3.3158,0.7368,0.7368,19.0,0.6316
10198,False,F/C,Lazar Hayward 2011-12,25,West,1.3333,1.0,0.1111,0.1111,0.0,9.0,0.8
10199,False,F/C,Brendan Haywood 2011-12,32,West,5.4091,6.9545,0.3636,1.0455,0.4545,22.0,0.6364
10200,False,F/C,Grant Hill 2011-12,39,West,9.5263,3.5263,1.4211,0.7368,0.6842,19.0,0.35
10201,False,F/C,Tyler Honeycutt 2011-12,21,West,1.3333,0.6667,0.0,0.0,0.6667,3.0,0.2857
10202,False,F/C,Al Horford 2011-12,25,East,12.3636,7.0,2.1818,1.2727,0.9091,11.0,0.7273
10203,False,F/C,Dennis Horner 2011-12,23,East,0.8,0.6,0.0,0.0,0.0,5.0,0.3182
10204,False,F/C,Josh Howard 2011-12,31,West,9.0,3.2,1.1333,0.2,0.8667,15.0,0.6316
10205,False,F/C,Juwan Howard 2011-12,38,East,0.75,0.875,0.25,0.0,0.125,8.0,0.7619
10206,False,F/C,Kris Humphries 2011-12,26,East,12.85,10.6,0.95,0.9,0.8,20.0,0.3182
10207,False,F/C,Serge Ibaka 2011-12,22,West,7.45,6.65,0.55,2.4,0.4,20.0,0.8
10208,False,F/C,Ersan İlyasova 2011-12,24,East,8.1,7.1,0.75,0.5,0.6,20.0,0.45
10209,False,F/C,Antawn Jamison 2011-12,35,East,14.85,5.1,1.7,0.9,1.1,20.0,0.4
10210,False,F/C,Al Jefferson 2011-12,27,West,17.9375,9.0,1.8125,1.6875,0.8125,16.0,0.6316
10211,False,F/C,Jared Jeffries 2011-12,30,East,3.4545,2.7273,0.4545,0.9091,0.5455,11.0,0.381
10212,False,F/C,Jonas Jerebko 2011-12,24,East,9.2609,5.6957,0.6087,0.3913,0.6087,23.0,0.1739
10213,False,F/C,Yi Jianlian 2011-12,24,West,4.2857,2.7143,0.1429,0.1429,0.4286,7.0,0.6364
10214,False,F/C,Amir Johnson 2011-12,24,East,6.7273,6.2273,1.2273,0.8182,0.6364,22.0,0.3182
10215,False,F/C,Ivan Johnson 2011-12,27,East,5.1111,3.1667,0.6111,0.3333,0.6111,18.0,0.7273
10216,False,F/C,JaJuan Johnson 2011-12,22,East,1.8889,0.6667,0.0,0.1111,0.0,9.0,0.5
10217,False,F/C,James Johnson 2011-12,24,East,6.8571,4.4762,1.6667,1.6667,1.3333,21.0,0.3182
10218,False,F/C,Wesley Johnson 2011-12,24,West,5.85,3.0,0.85,0.35,0.6,20.0,0.4762
10219,False,F/C,James Jones 2011-12,31,East,4.1111,1.1667,0.2778,0.1111,0.4444,18.0,0.7619
10220,False,F/C,DeAndre Jordan 2011-12,23,West,8.3889,8.8333,0.2222,3.0556,0.6667,18.0,0.6667
10221,False,F/C,Jerome Jordan 2011-12,25,East,1.7778,1.2222,0.3333,0.1111,0.0,9.0,0.381
10222,False,F/C,Chris Kaman 2011-12,29,West,9.1765,6.6471,1.3529,1.2353,0.4706,17.0,0.1905
10223,False,F/C,Enes Kanter 2011-12,19,West,5.0,5.1579,0.1579,0.5789,0.2632,19.0,0.6316
10224,False,F/C,Jason Kapono 2011-12,30,West,2.6875,0.6875,0.4375,0.0,0.125,16.0,0.5909
10225,False,F/C,Linas Kleiza 2011-12,27,East,7.5833,4.25,1.0,0.0,0.5,12.0,0.3182
10226,False,F/C,Kosta Koufos 2011-12,22,West,3.5,3.5714,0.1429,0.3571,0.3571,14.0,0.6667
10227,False,F/C,Carl Landry 2011-12,28,West,11.9524,4.6667,1.0,0.2857,0.4286,21.0,0.1905
10228,False,F/C,David Lee 2011-12,28,West,18.5556,9.9444,2.1667,0.4444,1.1111,18.0,0.3684
10229,False,F/C,Kawhi Leonard 2011-12,20,West,7.3182,5.3182,0.8182,0.3636,1.1818,22.0,0.5909
10230,False,F/C,Jon Leuer 2011-12,22,East,6.4211,3.2632,0.7895,0.5789,0.3158,19.0,0.45
10231,False,F/C,Rashard Lewis 2011-12,32,East,8.2632,4.0,1.0526,0.3684,0.7368,19.0,0.1905
10232,False,F/C,Robin Lopez 2011-12,23,West,4.6667,3.2222,0.3889,0.6667,0.1111,18.0,0.35
10233,False,F/C,Vernon Macklin 2011-12,25,East,1.6154,1.0,0.2308,0.0769,0.3077,13.0,0.1739
10234,False,F/C,Corey Maggette 2011-12,32,East,12.1667,6.1667,1.5,0.1667,0.5,6.0,0.1364
10235,False,F/C,Jamaal Magloire 2011-12,33,East,0.9333,3.5333,0.2,0.2667,0.0667,15.0,0.3182
10236,False,F/C,Ian Mahinmi 2011-12,25,West,7.7727,5.3182,0.2727,0.6364,0.4545,22.0,0.6364
10237,False,F/C,Shawn Marion 2011-12,33,West,12.4091,6.0455,1.8182,0.6818,1.0455,22.0,0.6364
10238,False,F/C,Jason Maxiell 2011-12,28,East,5.0,4.1818,0.2273,0.4545,0.5909,22.0,0.1739
10239,False,F/C,Luc Mbah a Moute 2011-12,25,East,4.8889,4.2222,0.6667,0.6667,0.6667,9.0,0.45
10240,False,F/C,Tracy McGrady 2011-12,32,East,7.2222,3.3889,2.3889,0.3889,0.3333,18.0,0.7273
10241,False,F/C,Dominic McGuire 2011-12,26,West,2.7368,2.6316,0.7368,0.3684,0.5263,19.0,0.3684
10242,False,F/C,Josh McRoberts 2011-12,24,West,3.0625,4.0,1.25,0.625,0.5,16.0,0.5909
10243,False,F/C,Darko Miličić 2011-12,26,West,5.8889,4.1667,0.3889,1.2222,0.3889,18.0,0.4762
10244,False,F/C,Brad Miller 2011-12,35,West,1.5,0.0,0.0,0.0,0.0,2.0,0.4762
10245,False,F/C,Mike Miller 2011-12,31,East,7.6667,3.3333,0.8889,0.2222,0.2222,9.0,0.7619
10246,False,F/C,Paul Millsap 2011-12,26,West,17.1053,9.3684,1.8947,0.8421,1.6316,19.0,0.6316
10247,False,F/C,Nazr Mohammed 2011-12,34,West,3.0,3.1,0.35,0.55,0.35,20.0,0.8
10248,False,F/C,Greg Monroe 2011-12,21,East,15.6522,9.6522,2.6087,0.4783,1.3913,23.0,0.1739
10249,False,F/C,Marcus Morris 2011-12,22,West,1.6667,0.6667,0.0,0.0,0.0,3.0,0.5714
10250,False,F/C,Markieff Morris 2011-12,22,West,7.35,5.15,1.0,0.45,0.6,20.0,0.35
10251,False,F/C,Timofey Mozgov 2011-12,25,West,5.4737,4.3684,0.6842,1.2105,0.2105,19.0,0.6667
10252,False,F/C,Byron Mullens 2011-12,22,East,11.2273,4.5909,0.5455,0.5,0.3182,22.0,0.1364
10253,False,F/C,Troy Murphy 2011-12,31,West,3.6316,3.7368,0.9474,0.2632,0.2632,19.0,0.5909
10254,False,F/C,Eduardo Nájera 2011-12,35,East,2.2,1.0,0.4,0.0,0.2,5.0,0.1364
10255,False,F/C,Joakim Noah 2011-12,26,East,8.5455,9.3182,2.2273,1.2273,0.6818,22.0,0.7826
10256,False,F/C,Andrés Nocioni 2011-12,32,East,1.75,1.25,0.125,0.125,0.125,8.0,0.7143
10257,False,F/C,Steve Novak 2011-12,28,East,3.7273,0.6364,0.1818,0.0909,0.0,11.0,0.381
10258,False,F/C,Jermaine O'Neal 2011-12,33,East,5.875,5.4375,0.4375,1.4375,0.4375,16.0,0.5
